Country Name,Year,Population
United Arab Emirates,1965.0,0.15
United Arab Emirates,1965.0,899.0
United Arab Emirates,1965.0,155.802
United Arab Emirates,1965.0,10.907
United Arab Emirates,1965.0,109.1
United Arab Emirates,1965.0,53.035
United Arab Emirates,1965.0,41.3516387079353
United Arab Emirates,1965.0,33.9193972597821
United Arab Emirates,1965.0,5.11
United Arab Emirates,1965.0,19999.9995529652
United Arab Emirates,1965.0,53.7255465192127
United Arab Emirates,1965.0,2.35290059138271
United Arab Emirates,1965.0,2.94283300478738
United Arab Emirates,1965.0,0.0
United Arab Emirates,1965.0,10.128929665877
United Arab Emirates,1965.0,13.803031075712
United Arab Emirates,1965.0,12.2884204377396
United Arab Emirates,1965.0,60.306781
United Arab Emirates,1965.0,59.673
United Arab Emirates,1965.0,339.646
United Arab Emirates,1965.0,147.5
United Arab Emirates,1965.0,59254.0
United Arab Emirates,1965.0,22.1814618423596
United Arab Emirates,1965.0,225000000.0
United Arab Emirates,1965.0,64.5406453466105
United Arab Emirates,1965.0,167103.0
United Arab Emirates,1965.0,52.8263199589916
United Arab Emirates,1965.0,0.145109620350581
United Arab Emirates,1965.0,0.420956981719897
United Arab Emirates,1965.0,1.50394763072615
United Arab Emirates,1965.0,0.707467350335421
United Arab Emirates,1965.0,1.25220793791348
United Arab Emirates,1965.0,3.40103570252991
United Arab Emirates,1965.0,7.30276913662094
United Arab Emirates,1965.0,12.9411819248119
United Arab Emirates,1965.0,2.54075674216087
United Arab Emirates,1965.0,0.927218021409464
United Arab Emirates,1965.0,2.07511393191438
United Arab Emirates,1965.0,4.53634287214408
United Arab Emirates,1965.0,1.042
United Arab Emirates,1965.0,0.448914841192156
United Arab Emirates,1965.0,3127.0
United Arab Emirates,1965.0,1506.0
United Arab Emirates,1965.0,1.42606406318561
United Arab Emirates,1965.0,2.59223006041786
United Arab Emirates,1965.0,4.40139062341783
United Arab Emirates,1965.0,7.33790123873494
United Arab Emirates,1965.0,10.0887703783711
United Arab Emirates,1965.0,74049.0
United Arab Emirates,1965.0,10.182434941101
United Arab Emirates,1965.0,12.1721740304452
United Arab Emirates,1965.0,0.0
United Arab Emirates,1965.0,78.0
United Arab Emirates,1965.0,897.649952424553
United Arab Emirates,1965.0,77.8185381576404
United Arab Emirates,1965.0,1.34445307695343
United Arab Emirates,1965.0,24502.0
United Arab Emirates,1965.0,56680.0
United Arab Emirates,1965.0,1.87159455068266
United Arab Emirates,1965.0,0.230413678320252
United Arab Emirates,1965.0,55.7407148515774
United Arab Emirates,1965.0,35.4593546533895
United Arab Emirates,1965.0,5.46514136900386
United Arab Emirates,1965.0,190000000.0
United Arab Emirates,1965.0,7.66
United Arab Emirates,1965.0,147545.993328094
United Arab Emirates,1965.0,213.993
United Arab Emirates,1965.0,118.7
United Arab Emirates,1965.0,6.495
United Arab Emirates,1965.0,19.4434131029129
United Arab Emirates,1965.0,32178.0
United Arab Emirates,1965.0,37066.0
